mangaid,plateifu,ff_age_lw,ff_age_mw,ff_mass,dl_ttype,gz_p_nobulge,gz_p_obvious,gz_p_dominant,gz_ttype
1-37034,8077-1901,7.16652158889263,11.737730430089172,9.447139739990234,-2.26265287399292,0.2168723501930815,0.4966381418092909,0.0,4.40698911839806
1-385637,9500-3701,3.8547266641163986,6.186976337948171,10.189967155456543,-0.07801902294158936,,,,
1-523105,8311-12703,4.601046669427929,7.341108411933314,10.197784423828125,4.86770486831665,0.05263157894736842,0.5116279069767442,0.0,3.6880783353733166
1-93612,8482-3704,5.767171201943111,9.871930986002711,10.57866096496582,3.7704925537109375,0.0,0.7,0.17073170731707318,1.6102682926829266
1-166919,8459-3702,5.580591839686402,10.385026497658114,10.781736373901367,,0.0,0.5,0.37639367816190994,0.3408209770031947
1-179386,7964-6101,3.015116553423351,5.580591839686402,10.545950889587402,3.1469850540161133,,,,
1-420755,8444-6101,5.767171201943111,6.886651496017264,9.384016036987305,-0.8729690313339233,0.0,0.4,0.0,3.722
1-279690,8945-1902,7.259811037963688,9.032321773821996,10.553472518920898,-2.0963854789733887,0.0,1.0,0.0,2.36
1-322035,8552-12704,5.273223484983587,7.71932492579163,10.270527839660645,3.4500436782836914,0.09523809523809523,0.3576298084445338,0.032926146653057195,3.9394020830211454
1-92866,8482-12704,4.50734096345187,6.083966029450538,11.04488468170166,-2.5774264335632324,0.8,0.6470588235294118,0.0,6.4971764705882356
1-323794,9027-12704,,,10.315863609313965,5.424962520599365,0.038461538461538464,0.40540540540540543,0.08108108108108109,3.1906548856548858
1-152743,8936-12704,0.916091493765217,1.8489914438338102,8.812344551086426,5.271212577819824,0.5675675675675675,0.08823529411764706,0.0,6.796462639109698
1-134620,9031-12703,8.519227045072249,9.918576591603847,10.225203514099121,2.953523635864258,0.0,0.5849056603773585,0.15625,1.992889150943396
1-114955,7977-12701,9.513835679638197,11.177114783871394,10.65530776977539,1.6350765228271484,,,,
1-595027,7991-12701,6.093686419081041,9.312191480819683,10.158392906188965,5.050578594207764,,,,
1-46825,8243-12703,,,10.670557022094727,-1.8436294794082642,0.0,0.2631578947368421,0.375,0.8901315789473685
1-54258,9512-12705,,,9.110431671142578,4.8257880210876465,0.16666666666666666,0.19230769230769232,0.0,4.888461538461539
1-295095,9049-3701,6.047041607361323,11.317925911289798,9.82174015045166,3.5103611946105957,0.0,0.26666666666666666,0.07407407407407407,3.403925925925926
1-277521,8257-12702,,,9.420458793640137,6.819085597991943,0.8043478260869565,0.0,0.0,7.9841304347826085
1-604928,8941-6101,5.160786159624301,7.912841682878407,9.818656921386719,0.8398566246032715,0.4117647058823529,0.19230769230769232,0.06666666666666668,5.351853695324284
1-47890,8244-9101,4.78762679927455,6.9332962950252455,10.590771675109863,4.453896522521973,0.027027027027027032,0.5625,0.047619047619047616,3.066780083655084
1-201922,9184-3704,4.810893071012838,6.605299672328252,9.78464412689209,2.968193531036377,0.1153846153846154,0.19365302219747768,0.06666666666666668,4.112894819098905
1-457122,8934-3703,6.9332962950252455,9.19483902337363,10.184330940246582,1.3064607381820679,0.0,0.8181818181818182,0.2,1.0967272727272723
1-201291,8145-6103,2.4087315591843965,5.767171201943111,9.550811767578125,3.254575729370117,0.09302325581395347,0.16666666666666666,0.0,4.639573643410853
1-53952,9512-9102,3.344064972485725,5.8512368330377384,8.892253875732422,1.0960217714309692,0.0,0.0,0.0,4.63
1-282186,8261-9102,4.227886395095973,10.427916296077054,9.182380676269531,5.129809379577637,0.3969331689890739,0.0,0.0,6.285211314684438
1-113520,7815-1901,7.444053446078209,8.121907046498258,9.4415864944458,-2.6402206420898438,,,,
1-36890,8078-6102,8.398697112508113,11.247355559184141,10.336901664733887,-2.4174723625183105,0.0,0.0,0.0,4.63
1-43361,8566-12703,2.4553764849167554,2.595311479480161,9.442879676818848,0.6801012754440308,0.2084490651448277,0.07407407407407407,0.0042044700154901535,5.295850994775975
1-404243,9876-9101,6.365064197329469,9.961289747080539,9.851059913635254,-0.3724536895751953,0.0,0.5817664637433024,0.16666666666666666,1.9127234606360364
1-258311,8261-1901,4.181241259687321,7.353101744641614,9.250530242919922,,1.0,0.0,0.0,8.8
1-94773,9026-1902,6.326739390402211,9.662000809366582,9.859931945800781,-0.495105504989624,0.0,0.4966381418092909,0.14705882352941174,2.270278476916439
1-632488,9043-1902,6.513491716727835,7.866196085314142,10.661066055297852,-2.3691420555114746,0.0,0.5744680851063829,0.3333333333333333,0.5326241134751775
1-156037,8439-9102,1.4284250955984203,2.594892274275085,9.075401306152344,5.3450703620910645,1.0,0.0,0.0,8.8
1-605638,8440-12703,3.5748563730991503,9.452127071163266,9.238432884216309,4.597021579742432,0.16666666666666666,0.0,0.0136986301369863,5.210205479452055
1-556831,9492-6104,7.586326433133944,11.551151740695262,10.149812698364258,-0.7487438917160034,0.0,0.0,0.0,4.63
1-178342,9085-9102,,,9.145485877990723,5.856907844543457,0.7,0.0,0.0,7.5489999999999995
