mangaid,plateifu,p3d_age_lw,p3d_age_mw,p3d_mass,dl_ttype,gz_p_nobulge,gz_p_obvious,gz_p_dominant,gz_ttype
1-216984,8440-12702,7.049663267915908,10.123752747693496,11.227632522583008,-1.3351434469223022,0.0,1.0,0.0,2.36
1-605638,8440-12703,0.5320881900873227,4.539641133912788,9.911662101745605,4.597021579742432,0.16666666666666666,0.0,0.0136986301369863,5.210205479452055
1-217018,8440-12704,3.276127778871778,7.569487345713655,10.536332130432129,2.331977128982544,0.0,0.5476190476190477,0.1420985586899065,2.1961188400833453
1-216973,8440-12705,4.040985333208704,8.866125594816602,10.80829906463623,4.113759994506836,1.0,0.0,0.0,8.8
1-217015,8440-1901,0.895200898341015,4.0700262112034,9.398469924926758,0.8677699565887451,0.6,0.06666666666666668,0.11363636363636365,6.028393939393939
1-216951,8440-1902,0.43551946332630764,6.267527561408706,9.815364837646484,1.8705050945281982,0.52,0.0625,0.0,6.656525
1-216520,8440-3701,6.679606832403704,9.579046655136054,10.248814582824707,-2.1582155227661133,0.0,0.6666666666666666,0.18181818181818185,1.5930303030303026
1-216805,8440-3702,5.406210978338531,7.579117581586354,10.782958984375,-2.3533782958984375,0.0,0.0,1.0,-3.750000000000001
1-216958,8440-3703,2.9331660841894216,8.723772786303444,10.310844421386719,5.087820053100586,0.0,0.6062816587080002,0.27586206896551724,0.9420164968018048
1-605571,8440-3704,1.595546514612564,4.955129487233677,9.75053882598877,2.4711410999298096,0.0,0.4966381418092909,0.3333333333333333,0.7092980847595762
1-137548,8440-6101,6.066896887464351,8.907672712272971,11.144413948059082,-2.3898653984069824,0.0,0.05,0.32558139534883723,1.7881279069767433
1-216980,8440-6102,0.31407826818000995,3.6890177401413626,9.819632530212402,5.199934005737305,0.3636363636363637,0.15419500850432116,0.038461538461538464,5.474033274751135
1-137528,8440-6103,5.063364159934117,8.36294935103947,11.210030555725098,-1.0361453294754028,0.0,0.6470588235294118,0.25,1.066176470588235
1-216976,8440-6104,1.8959475084158794,4.731119863708201,10.667135238647461,-2.0387916564941406,0.0,0.473643151677254,0.3333333333333333,0.7614967123592997
1-216779,8440-9101,4.970124454097898,6.814621424739018,11.28765869140625,-0.8621327877044678,0.0,0.3888888888888889,0.0,3.7472222222222222
1-217017,8440-9102,1.063868361810006,4.751098694702724,9.757494926452637,3.6753673553466797,0.2084490651448277,0.15789473684210525,0.0,5.140811549022352
1-409576,8442-12701,0.5247236619956517,3.561030231961917,10.53142261505127,4.526653289794922,0.20689655172413796,0.2222222222222222,0.0,4.988314176245211
1-419013,8442-12702,0.5062230177116926,6.830922089176893,10.349383354187012,4.994060516357422,0.3157894736842105,0.0,0.0,5.9468421052631575
1-625180,8442-12703,0.3934120691537751,2.4365054513321747,9.614059448242188,6.137956142425537,0.5714285714285714,0.1,0.0042044700154901535,6.750623684127334
1-419126,8442-12704,0.5015547369632691,3.0339336091958002,10.480550765991211,5.0,0.043478260869565216,0.43373493975903615,0.030303030303030307,3.572786640633681
1-591588,8442-12705,0.6916231144275308,4.398347777286781,10.368623733520508,5.244318962097168,0.17777777777777778,0.08888888888888889,0.0,5.169555555555555
1-415354,8442-1901,0.9737878588325272,12.37098742775859,10.143303871154785,0.34804534912109375,0.0,0.06666666666666668,0.2222222222222222,2.6164444444444444
1-419236,8442-1902,0.8093233354009151,5.8450918986826395,9.464775085449219,3.4952564239501953,0.0,0.0,0.0,4.63
1-591580,8442-3701,0.6194707399169551,3.345020654196177,10.328679084777832,4.889841079711914,0.0,0.4087422759731673,0.1,2.86415503354091
1-419116,8442-3702,7.725949247410268,9.269906376251065,10.282602310180664,-2.257538318634033,0.0,0.5,0.3012048192771085,0.9709036144578307
1-421884,8442-3703,4.962588614709062,9.247379412756485,10.078532218933105,-0.11041998863220215,0.2813705052019557,0.0,0.19444444444444445,4.173870562247711
1-419195,8442-3704,2.176133752378908,7.060756002735671,10.286430358886719,-0.37039411067962646,0.0,0.5625,0.0,3.353125
1-419240,8442-6101,1.563347621559719,7.5403388282580455,10.785503387451172,4.15118408203125,0.0,0.40425531914893614,0.0,3.712340425531915
1-419153,8442-6102,0.3894299115788403,5.079166235770725,10.125555038452148,6.230476379394531,0.3365434399917159,0.0,0.0,6.033386144765455
1-409567,8442-6103,2.4107150637473698,7.563256676304822,10.72570514678955,1.933174729347229,0.05,0.5333333333333333,0.26666666666666666,1.3931666666666662
1-415304,8442-6104,5.32389728143487,7.560931874709245,9.808064460754395,-1.33310067653656,0.0,0.0,0.0,4.63
1-419151,8442-9101,0.6310809458160003,7.013778299033731,9.894350051879883,10.0,0.35,0.045454545454545456,0.0042044700154901535,5.951084723088373
1-625513,8442-9102,1.8181560562704444,5.112242992968268,10.222254753112793,4.549418926239014,0.047619047619047616,0.44,0.0733639831751932,3.214981249563309
1-592100,8443-12701,0.18419743769832947,1.3728733120584957,9.438907623291016,5.512152671813965,,,,
1-568615,8443-12702,2.3406532547222314,8.212212566186984,10.713510513305664,2.4903359413146973,0.024390243902439025,0.5714285714285714,0.0,3.4345644599303133
1-422823,8443-12703,2.3321161037058995,6.856846387506145,11.006816864013672,5.037483215332031,0.0,0.6897146305716011,0.08695652173913042,2.3356521364285525
1-422933,8443-12704,3.1252686247151966,8.403854620657224,10.622478485107422,3.6289663314819336,0.0,0.6666666666666666,0.06748150125503534,2.5511716861494707
1-424415,8443-12705,1.991734881268543,7.5732448410610465,10.658722877502441,3.344043731689453,0.0,0.2368421052631579,0.023809523809523808,3.892844611528822
1-422898,8443-1901,6.331616840667173,8.109315255616496,10.438423156738281,-2.163574695587158,0.0,0.5714285714285714,0.0,3.3328571428571427
1-424438,8443-1902,6.243968464796029,7.842834956347769,10.18709945678711,1.645984411239624,0.0,1.0,0.0,2.36
1-422976,8443-3701,8.38726227704497,9.813397297676275,10.660731315612793,-2.205720901489258,0.0,0.2583120632626334,0.6730032890156404,-1.5961359455572453
1-423101,8443-3702,6.802570835658189,9.111201534282612,10.69000244140625,-2.1088523864746094,0.0,0.6458333333333334,0.0,3.1639583333333334
1-422430,8443-3703,5.992945699856309,7.491223022944635,11.008435249328613,0.02554762363433838,0.0,0.7435897435897436,0.25,0.8470512820512819
1-422911,8443-3704,0.8788300060767783,8.468339702752724,10.130370140075684,1.418860912322998,0.3111111111111111,0.3877551020408163,0.0,5.04712925170068
1-592128,8443-6101,9.28422765203444,10.667363599992036,10.791197776794434,-2.122493267059326,0.0,0.6341463414634146,0.3333333333333333,0.3971544715447153
1-422969,8443-6102,6.918251372044681,9.69282106108972,10.444766998291016,4.446203708648682,0.0,0.5365853658536586,0.2777777777777778,1.0841734417344169
1-627397,8443-6103,0.9906933658479998,7.830737083854438,10.387863159179688,4.7622175216674805,0.0,0.34210526315789475,0.15,2.596421052631579
1-627945,8443-6104,6.941412127125023,8.366494419151705,10.581230163574219,-0.19363713264465332,0.0,0.5,0.2409624606648767,1.475734579628333
1-592031,8443-9101,1.8920795513028117,7.720200070314127,11.080419540405273,3.098719835281372,0.0,0.46,0.1111111111111111,2.654688888888889
1-422974,8443-9102,1.5940056370542284,3.9093360507126134,9.875906944274902,4.153623104095459,0.0,0.0,0.0,4.63
1-421728,8444-12701,0.7054804657954661,4.041429040837774,9.428583145141602,4.62717866897583,0.37142857142857133,0.16666666666666666,0.0,5.800523809523809
1-421777,8444-12702,0.617981637328364,7.803820681573273,9.735102653503418,5.0555219650268555,0.2,0.0,0.0,5.464
1-422040,8444-12703,1.107571073991575,6.038162128087095,10.88803768157959,5.19133996963501,0.030303030303030307,0.2,0.0,4.302363636363636
1-421775,8444-12704,1.6275756202050984,7.791047290394663,9.972843170166016,3.1944050788879395,1.0,0.0,0.0,8.8
1-626390,8444-12705,0.2618489073411666,1.724199538104982,9.24471378326416,4.243941783905029,,,,
1-420787,8444-1901,0.8308657723967134,7.301352570292167,9.879868507385254,-0.6814751625061035,1.0,0.0,0.0,8.8
1-420770,8444-1902,1.987173986202195,8.17579409548148,9.560750961303711,1.1721903085708618,0.85,0.0,0.0,8.1745
1-419257,8444-3701,3.7019611285496064,8.212843757032378,10.332242012023926,-0.6967660188674927,0.0,0.0,0.0,4.63
1-421756,8444-3702,0.9043806886136866,7.192868531378574,9.714906692504883,3.4844393730163574,0.21052631578947367,0.022388059701492536,0.0,5.457073841319717
1-420704,8444-3703,6.020116723059403,7.813371572326302,9.78759765625,-2.0538225173950195,0.0,1.0,0.0,2.36
1-421226,8444-3704,1.779478634692502,7.471820626382901,9.826290130615234,0.2962385416030884,0.9411764705882352,0.15,0.0,8.21420588235294
1-420755,8444-6101,2.058789687761423,4.378909856224555,9.606974601745605,-0.8729690313339233,0.0,0.4,0.0,3.722
1-421767,8444-6102,2.3054959228058087,8.69325224735945,10.500181198120117,4.050106048583984,0.0,0.41025641025641024,0.05555555555555555,3.2331623931623934
1-625602,8444-6103,7.732636561714074,9.914986204137808,10.584952354431152,2.1041347980499268,0.0,0.5714285714285714,0.0,3.3328571428571427
1-420732,8444-6104,4.396059331218069,7.268462697201642,10.527621269226074,4.128005027770996,0.0,0.6410256410256411,0.15667915406506489,1.8619004838065507
1-421972,8444-9101,4.703183152532094,9.318234781123929,10.807400703430176,3.875622272491455,0.0,0.75,0.0,2.9274999999999998
1-421814,8444-9102,4.275211487929519,8.956374092696876,10.997300148010254,0.23596274852752686,0.0,0.8,0.2168661911498188,0.9966613181645183
1-591917,8445-12701,1.5817911150613404,8.05231920078828,10.847952842712402,4.839667797088623,0.0,0.5681818181818182,0.045454545454545456,2.9593181818181815
1-399563,8445-12702,7.252344090305705,9.381389140185039,10.679354667663574,3.105499267578125,0.0,0.6072300314680986,0.0,3.2515878285674162
1-409272,8445-12703,0.16371462824485775,1.0495491215436308,9.23029899597168,6.147883415222168,0.5555555555555556,0.20341497852177134,0.0,6.484914665422246
1-409200,8445-12704,3.5972622426031426,7.492588505551618,10.297562599182129,2.1874897480010986,1.0,0.0,0.0,8.8
1-409242,8445-12705,3.296941406853478,8.033915392221232,10.713544845581055,4.606357574462891,1.0,0.0,0.0,8.8
1-409249,8445-1901,6.295473448440484,9.238854626741345,10.038519859313965,-1.7732003927230835,0.0,0.5,0.09523809523809523,2.696904761904762
1-409109,8445-1902,6.7520008375229015,9.372123383726146,10.222246170043945,-2.0552587509155273,0.0,0.5942077660371509,0.25,1.1861483710956673
1-399581,8445-3702,7.619852483882398,10.038436336001558,10.813077926635742,-2.4093313217163086,0.0,0.6363636363636364,0.37777777777777777,0.019676767676767515
1-410705,8445-3703,0.3882575513263665,5.413861688547426,9.502376556396484,5.290572166442871,0.9722274842694444,0.02631578947368421,0.0461222701381362,8.237947143540739
1-409240,8445-3704,6.42956753893153,8.270685446519499,10.158082008361816,3.7839717864990234,0.0,0.6,0.0,3.268
1-399541,8445-6101,6.7503404369257005,8.465829646562826,10.407798767089844,-2.2705907821655273,0.0,0.6607142857142857,0.13157894736842105,2.0275469924812026
1-409214,8445-6102,6.6729509435289165,8.35037923690696,10.410017013549805,-2.0531954765319824,0.0,0.5614128578468959,0.0963855421686747,2.5478819693140524
1-418104,8445-6103,5.161276320197026,9.740423565180794,10.70875358581543,0.5079233050346375,0.0,0.7368421052631579,0.13636363636363635,1.8146411483253588
1-410676,8445-6104,0.5370913767418222,2.027394067714124,9.246519088745117,5.26116943359375,0.8333333333333334,0.045454545454545456,0.045454545454545456,7.620909090909091
1-409168,8445-9101,1.6482275678468192,4.855367158185806,10.199938774108887,1.7881425619125366,0.08695652173913042,0.0975609756097561,0.0,4.771145281018027
1-418006,8445-9102,1.24399351177006,6.741881703976409,10.228195190429688,4.5304951667785645,0.0375,0.1153846153846154,0.012735240814073208,4.417730605054989
1-418128,8446-12701,0.312853703880769,1.3417400419140944,9.49479866027832,6.043054103851318,0.372093023255814,0.0,0.0,6.181627906976744
1-418111,8446-12702,1.582972539523484,7.630937492447509,10.643732070922852,3.917025566101074,0.07757100242827902,0.0,0.0,4.953471080125923
1-418202,8446-12703,2.368969135404799,7.546848912339812,10.266668319702148,5.202178001403809,0.3103448275862069,0.05263157894736842,0.0,5.804664246823956
1-418252,8446-12704,1.0537845045432337,8.139376266667186,10.64029312133789,5.034562587738037,0.0,0.35714285714285715,0.0,3.819285714285714
1-418224,8446-12705,0.5959507635660238,5.682488115085632,9.637699127197266,6.140955924987793,0.1153114758936788,0.17391304347826084,0.0,4.716066245780988
1-418023,8446-1901,4.640522136971953,12.522596785307528,10.04068660736084,-2.1024980545043945,0.0,0.0,0.2727272727272727,2.3445454545454543
1-418253,8446-1902,6.097388288126638,8.85742710120461,10.464296340942383,-2.0581412315368652,0.0,0.0,1.0,-3.750000000000001
1-418048,8446-3701,9.105121303529293,10.48385882039774,10.829076766967773,-2.385006904602051,0.0,0.4888888888888889,0.0,3.5202222222222224
1-418071,8446-3702,4.178664304285519,7.737732306722252,10.180281639099121,-2.2412257194519043,0.0,1.0,0.0,2.36
1-418242,8446-3703,0.5320052386551067,6.376279371079305,9.945558547973633,4.241153240203857,0.24550245319565245,0.0,0.15,4.396745229825871
1-418014,8446-3704,2.581878531049686,10.195992968252948,10.84223747253418,-1.9282664060592651,0.0,0.25,0.0,4.0625
1-409184,8446-6101,1.2907403597271292,3.2303933624000307,9.191872596740723,4.100392818450928,0.0,0.0,0.0,4.63
1-418134,8446-6102,7.448836338478446,9.81395759803811,10.655929565429688,-2.5627951622009277,0.0,0.2222222222222222,0.75,-2.1594444444444445
1-418090,8446-6103,6.693203087001367,8.993247583639892,10.798003196716309,-2.256972312927246,0.0,0.7368421052631579,0.0,2.9573684210526316
1-410704,8446-6104,0.505358913077338,3.4617839886297843,10.535181999206543,2.9538393020629883,0.054054054054054064,0.4318181818181818,0.1956521739130435,2.235612915286828
1-418228,8446-9101,5.850189747407976,9.283595664563808,10.73100757598877,1.0695151090621948,0.0392156862745098,0.5227272727272727,0.0,3.6069385026737963
1-410718,8446-9102,0.5361981293264285,1.1574552764072303,9.263529777526855,4.86600399017334,0.4,0.07142857142857142,0.047619047619047616,5.736809523809524
1-260733,8447-12701,0.7425841220145061,5.5280726015155,10.586652755737305,4.084849834442139,0.18181818181818185,0.4336565810212252,0.0,4.403781379263638
1-627377,8447-12702,0.4396175173282562,6.135384670173426,10.800557136535645,5.21359395980835,0.0625,0.4047619047619048,0.16279069767441862,2.6076294296788474
1-260783,8447-12703,0.2819390669663646,6.499751134858008,9.652896881103516,4.481832981109619,0.014084507042253518,0.15217391304347827,0.0,4.343297611757501
1-260809,8447-12704,7.654668572437738,9.526352744004594,11.0729398727417,-2.0373663902282715,0.0,0.6666666666666666,0.0,3.1166666666666667
1-405261,8447-12705,0.7311348063901015,6.854783880475273,9.668216705322266,4.546365261077881,0.18604651162790695,0.5319148936170213,0.14893617021276595,2.9502820385947555
1-402649,8447-1901,0.4636244226825685,7.288681349581654,9.521611213684082,4.072487831115723,0.3170731707317073,0.19642857142857145,0.0,5.506302264808363
1-260744,8447-1902,8.134516156523613,9.502200963061041,10.753583908081055,-2.3378586769104004,0.0,0.4642857142857143,0.4137931034482759,0.10848522167487573
1-405229,8447-3701,1.7635410546026478,8.464342556946532,10.451908111572266,2.550685405731201,0.0,0.5238095238095238,0.0,3.440952380952381
1-405213,8447-3702,6.239445397290421,7.7909446401461215,11.124268531799316,-2.232461452484131,0.0,0.631578947368421,0.06424183245860286,2.6579692334705918
1-260823,8447-3703,2.3209124599587003,8.760939054618902,10.669844627380371,-2.0132102966308594,0.0,0.4854930065888337,0.0,3.5279308750433476
1-260715,8447-3704,1.6702525174618634,9.237312886308496,10.653319358825684,1.8357112407684326,0.0,0.6470588235294118,0.05813953488372092,2.673967168262654
1-260446,8447-6101,4.17536225075591,8.40586636496206,11.244562149047852,2.7372782230377197,0.0,0.5,0.18477266239028348,1.9466050891694244
1-260377,8447-6102,7.232464461108401,9.442483011966631,11.249680519104004,-2.3751907348632812,0.0,0.4523809523809524,0.0,3.603095238095238
1-260541,8447-6103,8.200463247259238,9.690331080029313,11.220442771911621,-2.2892704010009766,0.0,0.7435897435897436,0.0,2.942051282051282
1-260743,8447-6104,7.4182625557310935,9.738092426332855,11.343034744262695,-2.1142849922180176,0.0,0.0,1.0,-3.750000000000001
1-260458,8447-9101,7.068372979302985,9.587169523976295,10.920283317565918,-2.136721134185791,0.0,0.0,0.0,4.63
1-559049,8447-9102,3.5471227120919253,6.949663360394497,11.270170211791992,-1.7509852647781372,0.0,0.4838709677419355,0.0625,3.007862903225806
1-487185,8448-12701,7.234720040618322,9.075857105562296,11.160158157348633,-2.212726593017578,0.0,0.3333333333333333,0.0,3.873333333333333
1-486243,8448-12702,0.36104306997659963,7.047821332630854,10.440576553344727,4.576766490936279,0.625,0.0,0.0,7.23625
1-487432,8448-12703,2.718444368519522,9.04893207402785,11.047879219055176,5.434898853302002,0.05128205128205128,0.35,0.0784313725490196,3.392091251885369
1-487449,8448-12704,1.3034580119979313,5.366257126890316,10.033992767333984,4.609495639801025,0.3969331689890739,0.023809523809523808,0.0,6.231163695636819
1-487293,8448-12705,0.40917213636009514,1.5022874670622077,9.5276517868042,5.626274585723877,0.2508323072011675,0.4081632653061225,0.0851063829787234,4.036248619422268
1-487267,8448-1901,0.6037181019719788,7.204645390035314,9.615447998046875,2.7149734497070312,0.0,0.22556816489440915,0.10242053873203373,3.259676151115248
1-488464,8448-1902,7.007835773343004,9.099444753930689,10.189030647277832,-2.106684684753418,0.0,0.5588235294117647,0.0,3.361470588235294
1-487046,8448-3701,1.0333329188003273,5.523267573926341,9.397968292236328,3.9376845359802246,0.6741201243357064,0.0,0.2857142857142857,5.046795204194181
1-487488,8448-3702,1.1281435101037727,7.832456836961787,9.567085266113281,2.5600225925445557,0.7777777777777778,0.0,0.0,7.873333333333333
1-487379,8448-3703,1.2862896062564522,6.066550515015998,11.325846672058105,1.9153969287872314,0.0,0.2432432432432433,0.0196078431372549,3.9135241123476416
1-487272,8448-3704,0.5134834687805718,4.565754121633504,9.50137710571289,4.787369728088379,0.9411764705882352,0.0,0.0,8.554705882352941
1-486227,8448-6101,0.8829947827358745,2.3602198645731027,9.631142616271973,2.946676254272461,0.0,0.3875,0.0,3.750375
1-487164,8448-6102,0.5485519436166801,3.7404894025480333,9.446161270141602,5.663838863372803,1.0,0.0,0.0,8.8
1-487452,8448-6103,4.255056158708126,8.469009176750259,10.312329292297363,1.004076361656189,0.012025518418266731,0.3,0.02,3.8315464118041715
1-487383,8448-6104,0.5558858003025068,6.378085855981182,9.8638334274292,5.535703182220459,0.72,0.04,0.05287350475484416,7.098520030154406
1-487130,8448-9101,0.9424833391111039,7.627184869908266,10.844862937927246,5.042170524597168,0.0,0.35,0.0,3.8354999999999997
1-487099,8448-9102,5.987407897127197,7.75956302666885,10.870856285095215,-1.8796707391738892,0.0,0.75,0.0,2.9274999999999998
1-488469,8449-12701,0.42577947575040687,2.343142278403334,9.358884811401367,4.985023498535156,0.5081967213114754,0.09768410270192043,0.023205625043510543,6.332974276870876
1-488790,8449-12702,0.5518248601566367,6.464379551932773,9.963216781616211,5.622130870819092,0.30612244897959184,0.024390243902439025,0.0,5.8511647585863615
1-613340,8449-12703,0.6994813725608668,7.747576591259665,10.036320686340332,5.788248538970947,0.7033257186934465,0.0,0.0,7.5628682469516715
1-574686,8449-12704,0.578084734173447,1.7801352302595002,9.8040771484375,5.160639762878418,0.13333333333333333,0.14583333333333334,0.0,4.854958333333333
1-613769,8449-12705,1.5991910009006116,4.790499743276688,10.636651992797852,5.0841498374938965,0.0,1.0,0.0,2.36
1-488532,8449-1901,9.011968795030898,10.256804490881377,10.593660354614258,1.454448938369751,0.0,0.0,0.6,-0.3980000000000006
1-488575,8449-1902,2.7276349543993588,6.323405083436516,9.55490493774414,-1.7433983087539673,0.0,0.0,1.0,-3.750000000000001
1-488526,8449-3701,7.5776864094773115,10.082863970207365,10.632145881652832,2.9573535919189453,0.0,0.6578947368421053,0.25,1.041578947368421
1-489766,8449-3702,7.654248358691826,9.28942789141676,10.47573471069336,0.6740025281906128,0.0,0.4444444444444444,0.4782608695652174,-0.3867149758454116
1-488712,8449-3703,0.28722951502847455,6.319643186840331,10.174983978271484,4.822899341583252,0.2,0.2058823529411765,0.08333333333333333,4.298313725490196
1-574775,8449-3704,5.773438647347521,8.115193819814099,10.248612403869629,-2.127603530883789,0.0,0.5925925925925926,0.0,3.2848148148148146
1-488700,8449-6101,0.28569652674489654,1.2336210036262054,9.282307624816895,6.1148681640625,0.9375,0.0504414523147376,0.02253091638635231,8.236063823927912
1-487329,8449-6102,0.6728304763262791,1.4766843818168676,9.199756622314453,4.841643810272217,0.44307423024902537,0.0,0.0,6.477619540138436
1-613211,8449-6103,8.292526475444797,9.501575002550315,10.843618392944336,-2.2744083404541016,0.0,0.6585365853658537,0.38461538461538464,-0.08795497185741175
1-488783,8449-6104,2.0226138253993144,6.627738372077694,9.669072151184082,2.205090045928955,0.21052631578947367,0.022388059701492536,0.0,5.457073841319717
1-488706,8449-9101,1.222542768182272,9.340195951395225,9.506028175354004,3.440124988555908,0.4068299570435427,0.02631578947368421,0.0,6.26674407876631
1-488620,8449-9102,0.6244955751539245,7.0202191525829285,9.915176391601562,5.410468578338623,0.0,0.1282051282051282,0.047619047619047616,3.93992673992674
1-489846,8450-12701,1.0250207349866198,4.763446536242174,10.11622142791748,2.926118850708008,0.2682926829268293,0.10256410256410256,0.0,5.515959974984366
1-491193,8450-12702,0.3796653963261992,5.85459776595598,10.108489036560059,5.390772819519043,0.3142857142857143,0.13333333333333333,0.0,5.637904761904762
1-492524,8450-12703,1.3421584886776363,6.972102478477733,10.292494773864746,4.763763904571533,0.16129032258064516,0.0,0.0,5.3025806451612905
1-491075,8450-12704,7.6165903335540985,9.561372726323631,11.204686164855957,-2.524458885192871,0.0,1.0,0.0,2.36
1-489642,8450-12705,5.403433740665327,8.898112759787928,10.976731300354004,0.5969616770744324,0.0,0.8064516129032258,0.057142857142857134,2.3204976958525347
1-489877,8450-1901,1.6273683402582741,7.790568267472378,9.484468460083008,-1.7488902807235718,0.4552904615503637,0.41935483870967744,0.057142857142857134,5.097768597936906
1-491220,8450-1902,2.7605292636735443,8.40372544252273,10.337198257446289,0.008572578430175781,0.0,0.6363636363636364,0.0,3.1854545454545455
1-489644,8450-3701,7.308635254033553,9.475321863117799,11.173439025878906,-2.184525966644287,0.0,0.4375,0.0,3.636875
1-490074,8450-3702,8.161856229322686,9.749004393570452,10.764933586120605,-2.3894219398498535,0.0,0.5555555555555556,0.0,3.368888888888889
1-489814,8450-3703,0.4166249307835594,5.970208967877403,10.446076393127441,3.6931300163269043,0.0666255808917834,0.09590716186731243,0.04878048780487805,4.281338927075059
1-491063,8450-3704,8.322352835840514,10.249262032384024,10.60013198852539,-2.2562317848205566,0.0,0.3333333333333333,0.0,3.873333333333333
1-491047,8450-6101,4.968345794167179,9.438171137146371,10.55335521697998,2.915752410888672,0.0,0.55,0.3142857142857143,0.747785714285714
1-489648,8450-6102,0.3818400894817745,3.752055853759735,10.429386138916016,5.248067378997803,0.18181818181818185,0.03333333333333333,0.0,5.312515151515152
1-489649,8450-6103,5.938292880327433,9.012839576367309,10.828779220581055,2.17702054977417,0.0,0.4545454545454545,0.025,3.3886818181818184
1-491229,8450-6104,5.738868266483043,8.24741673704078,10.874896049499512,-0.010382294654846191,0.0,0.5272648385268562,0.2608695652173913,1.247021860022297
1-490045,8450-9101,0.9597237960280263,7.362113137277649,10.252771377563477,3.126434326171875,0.16666666666666666,0.06521739130434782,0.0,5.176956521739131
1-491058,8450-9102,2.1691919740635903,8.925549366075547,10.455487251281738,0.2911897301673889,0.0,0.3611111111111111,0.0,3.8102777777777774
1-255897,8451-12703,0.4506833732648728,7.080878881393893,9.985760688781738,4.449264049530029,0.18651496782616805,0.16279069767441862,0.03225806451612903,4.767909951469029
1-278490,8451-12705,1.0858705272706461,7.379042819811316,10.46446704864502,3.8184542655944824,0.5777777777777777,0.0,0.0,7.039333333333333
1-256125,8451-1901,3.7668909478595305,6.546016513478503,9.810568809509277,-2.306415557861328,0.0,1.0,0.0,2.36
1-255676,8451-3701,1.4829429999177646,7.212892742673792,9.901350975036621,0.9092984795570374,0.2,0.3269230769230769,0.0,4.7218846153846155
1-256465,8451-6104,6.393805633425578,9.11162170011876,10.760534286499023,-2.2879104614257812,0.0,0.56,0.35,0.4257999999999993
1-255695,8451-9102,0.5145693344729337,4.663035770233305,9.702442169189453,5.734228134155273,1.0,0.0,0.0,8.8
1-167678,8452-12701,0.3771227853733274,6.129621024542924,9.962409019470215,4.856302261352539,0.11627906976744184,0.175,0.0,4.717633720930233
1-147685,8452-12702,0.9972829576076097,4.848228884208183,10.172497749328613,3.5920863151550293,0.2222222222222222,0.06976744186046513,0.0,5.398294573643411
1-148068,8452-12703,2.307638429655449,8.191626314548078,11.122600555419922,3.813232421875,0.022222222222222227,0.5454545454545454,0.042663026088440456,3.126968689863718
1-172986,8452-12704,0.9064563928295422,10.406150804863795,10.752540588378906,4.793064117431641,0.0967741935483871,0.3333333333333333,0.03333333333333333,3.997548387096774
1-609412,8452-12705,0.45500903406984383,2.0941129340944897,10.32900333404541,5.234971523284912,0.018518518518518517,0.4705882352941176,0.03636363636363636,3.334259655377302
1-167688,8452-1901,3.1894479208777744,7.487752856158653,9.905473709106445,2.145936965942383,0.0,0.5806451612903226,0.0,3.3119354838709674
1-148046,8452-1902,0.511535355683945,8.798167063281342,10.76297664642334,4.4898810386657715,0.0,0.5686274509803921,0.0,3.3392156862745095
1-608874,8452-3701,7.335744274762165,9.755600287031323,10.71335220336914,-2.4327125549316406,0.0,0.3488372093023256,0.5833333333333334,-1.0501937984496137
1-148127,8452-3702,7.933774747986686,9.353845256558197,11.012799263000488,-2.267324924468994,0.0,1.0,0.0,2.36
1-148086,8452-3703,4.009720751110679,7.243956184923422,11.252223014831543,-2.2074856758117676,0.0,0.18181818181818185,0.0,4.217272727272727
1-173030,8452-3704,1.4236939306671412,7.337274759011049,10.113019943237305,2.96748685836792,0.2166612501354133,0.2222222222222222,0.0,5.029032968620229
1-167610,8452-6101,0.7698801299769101,6.354069321105362,9.842398643493652,,0.5333333333333333,0.0,0.040816326530612235,6.5119591836734685
1-172948,8452-6102,3.479128965755223,8.89889437453595,10.864790916442871,4.693602561950684,0.0,0.6904761904761905,0.0,3.0626190476190476
1-172962,8452-6103,7.795873377978395,9.478360174093822,11.116570472717285,-2.3664731979370117,0.0,0.5070245520030922,0.0,3.4790542669529807
1-172987,8452-6104,1.3645508945189646,6.062089407706964,10.190585136413574,2.370579719543457,0.0,0.2445966379080317,0.125,3.027265631948768
1-172936,8452-9101,7.77218239647675,9.19915588330192,11.092767715454102,-2.479856014251709,0.0,0.6470588235294118,0.3636363636363637,0.11390374331550701
1-586863,8452-9102,0.7248602553799781,6.634625970788981,10.69723892211914,4.741097927093506,0.07142857142857142,0.2702702702702703,0.03225806451612903,4.044021048698467
1-147514,8453-12701,1.8799118997406414,7.978027391543111,10.365201950073242,3.4468679428100586,0.02648234951404889,0.4545454545454545,0.09803921568627452,2.8870445882044216
1-147537,8453-12702,1.003261852119795,7.023488065863988,10.011253356933594,4.023026943206787,0.0975609756097561,0.5,0.060606060606060615,3.3939504804138956
1-147863,8453-12703,1.9290740202093788,8.97667420206001,10.993818283081055,3.5721845626831055,0.060606060606060615,0.38,0.10638297872340426,3.1286379110251445
1-147475,8453-12704,0.31366885964004365,1.4202279494402368,9.44419002532959,5.133212566375732,0.05882352941176471,0.35,0.061224489795918366,3.5677328931572623
1-167564,8453-12705,0.8902588432934927,6.583656144765695,10.446389198303223,4.735879898071289,0.03260556257620945,0.4020761451177888,0.0,3.8532523465254127
