mangaid,dl_ttype,ff_age_lw,ff_age_mw,ff_mass,gz_p_dominant,gz_p_nobulge,gz_p_obvious,gz_ttype,p3d_age_lw,p3d_age_mw,p3d_mass,plateifu,z
1-188888,-2.518115520477295,7.333225712346102,11.329964373153565,10.957183837890623,0.0,0.0,0.0,4.63,8.28268088051539,9.625223778064097,11.168803215026855,8995-12703,0.0793586
1-189145,-1.891301512718201,6.699908601048841,8.65232997460987,10.474095344543457,0.42857142857142855,0.0,0.4642857142857143,-0.015357142857143291,8.239343347236188,10.104274998040552,10.685362815856934,8995-1902,0.0598919
1-189197,-2.1136760711669917,7.306456906475874,8.659161908238692,9.835297584533693,0.0,0.0,1.0,2.36,5.294947938301426,7.650047489775982,10.131378173828123,8995-1901,0.0264672
1-190560,4.766265869140625,3.481566462132333,3.5282115078744734,9.266509056091307,0.0,1.0,0.0,8.8,0.4346233168825719,6.813184999699029,9.974491119384766,8623-12705,0.0273421
1-190574,2.244970321655273,5.627236425500209,9.218429720192477,10.732809066772461,0.0,0.0,0.68,3.0864,0.7396791043440151,10.697412804203758,11.284390449523926,8623-6104,0.0964825
1-196580,-2.451255321502685,4.619428746024472,8.074247326820018,11.075572967529297,0.4205433691393232,0.0,0.4047619047619048,0.18703704280294664,8.184236530206777,9.973333277265374,11.128511428833008,8309-6102,0.143571
1-196597,3.05234432220459,4.601046669427929,6.606781129390148,10.573036193847656,0.022727272727272728,0.01387440717265903,0.4949957233131202,3.3737614405346603,3.3297185971072714,7.576954286394164,10.924532890319824,8309-12701,0.067572
1-196737,-2.237152576446533,,,11.280801773071287,1.0,0.0,0.0,-3.7500000000000013,7.122641825757358,8.816094979619951,11.39333724975586,8309-12702,0.142054
1-196753,-2.32771110534668,5.882628511653693,7.842839261901162,10.610657691955566,0.40540540540540543,0.0,0.65625,-0.2569847972972981,4.017317858541693,6.432914563493619,10.82762622833252,8309-3701,0.0679709
1-196861,4.970419883728027,5.6366146536595725,7.869196849935889,9.516300201416016,0.0,0.3365434399917159,0.0,6.033386144765455,1.0380794247389984,7.396206328136928,9.921921730041504,8309-12705,0.0410926
1-196863,-2.264340400695801,4.903740040854418,6.093686419081041,10.54015827178955,0.0,0.0,0.42857142857142855,3.6571428571428566,4.2581126612372575,7.321919960945903,10.701044082641602,8309-1902,0.0411816
1-196929,-2.367767810821533,7.772906713657887,11.410836834057937,11.140419960021973,0.5714285714285714,0.0,0.5306122448979592,-1.3630612244897966,7.255705157913859,9.355242098588999,11.279714584350586,8309-12704,0.0698852
1-197013,4.294590473175049,2.7352464305625177,4.6943366884480096,9.481599807739258,0.0,0.5925925925925926,0.0,7.101111111111112,0.6656150207760755,4.537528267334994,9.869680404663086,8309-6103,0.0406677
1-197017,-2.272202968597412,8.332646986900366,10.105157015171525,10.715463638305664,0.0,0.0,1.0,2.36,8.165280193104905,9.715579715705283,10.866705894470217,8309-3704,0.0409503
1-197044,3.9213161468505864,5.417283652901044,8.495615871796781,9.82321071624756,0.18604651162790692,0.242068791280182,0.16666666666666666,3.7020237588631657,0.4921426326895888,3.819449149757345,10.208672523498537,8309-6104,0.0433328
1-197045,4.483296871185303,5.705017718606812,10.767975434181542,9.72697639465332,0.0,0.047619047619047616,0.0,4.828571428571427,0.7503158842966867,2.0824972766529504,9.993096351623537,8591-9102,0.0430069
1-197063,-2.434298515319824,9.265546142266613,11.2246376188973,11.154655456542967,0.0,0.0,1.0,2.36,7.201402856335763,9.660819362995307,11.137413024902344,8591-6102,0.076489
1-197092,0.8377034664154053,4.601046669427929,8.006131393146347,10.061040878295898,0.3912521417681899,0.0,0.5344827586206896,0.13803118991360286,2.6869246372757662,7.513760592293867,10.385072708129883,9864-3704,0.0268895
1-197121,-1.7232724428176882,6.280093686967666,10.43872155150754,10.379322052001953,,,,,3.2926943777970537,6.799106131066698,10.59410572052002,9864-3703,0.07509
1-197166,-2.2229247093200684,8.565871666517106,11.457862551036856,10.668572425842283,0.6363636363636364,0.0,0.4,-1.610727272727273,8.41432464665151,9.972238307140287,10.834246635437012,9864-3701,0.0441282
1-197186,-2.3936872482299805,8.146067013776378,10.47831781667849,10.992868423461914,0.0,0.0,0.0,4.63,8.942833467314294,10.887189422150794,11.200571060180664,9864-12701,0.074555
1-197218,-2.026904582977295,,,11.157732009887695,0.0,0.0,1.0,2.36,6.761080956561524,8.885382114565681,11.083759307861328,8591-3704,0.0745125
1-197230,-2.2101855278015137,7.162726023492109,11.270895981849414,11.005712509155273,0.0,0.0,0.675,3.09775,6.833922774637531,10.55727758999105,11.203410148620604,9864-3702,0.0751868
1-197264,1.5409214496612549,6.979941853356966,9.452127071163266,10.537126541137695,0.0,0.0,0.4432989690721649,3.6237113402061856,3.6041332764605527,7.817971138232617,10.846653938293457,9864-12704,0.0654124
1-197270,-0.1824711561203003,8.472581761518128,12.064245677034329,9.90237045288086,0.0,0.0,0.21428571428571427,4.143571428571429,6.720626255242459,9.13468044872144,10.209329605102539,9864-6102,0.0442754
1-197278,-2.2969069480896,9.722937603652968,11.279413179037334,9.862798690795898,0.2307692307692308,0.0,0.3947368421052632,1.8001012145748982,8.141610746914763,9.603056349023095,10.152552604675293,9864-1902,0.0443465
1-197280,-0.22595369815826416,4.40524989089667,6.90678530229058,9.994370460510254,0.0,0.0,1.0,2.36,4.562376604880126,7.095432147522409,10.320234298706056,9864-6101,0.0443097
1-197287,-2.415675640106201,8.239356916928411,11.504507321708289,9.978608131408693,1.0,0.0,0.0,-3.7500000000000013,7.5451421637906755,8.834777214238319,10.12966537475586,8591-1902,0.0437552
1-197292,-2.3124842643737797,10.709002891650323,13.2769334190046,10.811396598815918,0.0,0.0,1.0,2.36,8.644519837185019,9.83138596336315,10.909236907958984,9864-6104,0.0452915
1-197307,1.9230502843856807,6.9028904491302105,10.996718388478898,9.962078094482422,0.0,0.0,0.0,4.63,3.6449955817297655,8.228295993209766,10.323965072631836,9864-6103,0.0443681
1-197454,-1.5911194086074831,7.0294718423656395,9.745312213369214,10.783382415771484,0.0,0.2967799376762131,0.0,5.867572340109807,6.852330756909747,8.882533884121914,11.02784252166748,9864-12705,0.0821369
1-197456,-0.5628373622894287,4.5544012665726665,5.953751504299957,9.4208402633667,0.225,0.18181818181818185,0.42105263157894735,2.546892344497608,1.4291817802268276,5.66999863586454,9.696268081665039,9864-9102,0.0380317
1-197534,-2.0281414985656743,6.9574622268920425,9.797274098094679,10.955613136291504,0.0,0.0,1.0,2.36,6.366611480932372,8.350434247288902,11.047327041625977,8595-3701,0.069105
1-197702,4.990528583526611,,,10.499266624450684,0.10966018697136076,0.05263157894736842,0.4090434739737003,3.001992631470223,1.299148825495475,7.634105203800137,10.819116592407227,8595-3702,0.0693774
1-197704,4.729607582092285,4.74098163251994,6.606781129390148,9.449322700500488,0.0,0.1153114758936788,0.08,4.92924885447664,0.6362320899804369,3.275566686948079,9.83614730834961,8595-6102,0.0409139
1-197717,2.93936538696289,2.8510005500683646,3.480316213997822,9.456459999084473,0.0,0.07692307692307693,0.375,4.09951923076923,1.1321837862319546,6.876705238465037,9.92698860168457,8595-1902,0.03884
1-197718,-2.195514678955078,2.7818915749665383,3.9013712517309855,11.277666091918945,1.0,0.0,0.0,-3.7500000000000013,9.458213155516242,11.234933029666696,11.387080192565918,8595-6101,0.125351
1-197770,-2.041994571685791,7.632971632221983,11.131345205036752,10.578011512756348,0.0,0.0,0.5848039196102509,3.3024951024847304,4.023259247515937,6.3577819043939625,10.841620445251463,8595-9102,0.0672199
1-197805,-0.4,,,10.742002487182617,0.0,0.0,0.5,3.495,5.255447051230512,7.308394520732914,10.889896392822266,8595-12701,0.075765
1-197867,-2.5387964248657227,9.452127071163266,12.997145205901315,11.011198043823242,0.0,0.0,0.4827586206896552,3.5341379310344827,6.789244382990549,9.646785665891802,11.084965705871582,8597-3701,0.124553
1-197946,-2.2464170455932617,9.779989423093665,11.677173993774824,11.02773666381836,0.1895244384144872,0.0,0.5714285714285714,1.7446423489437402,6.616134483159575,8.678965848447863,11.167719841003418,9033-6103,0.126002
1-197968,2.0,4.6943366884480096,7.119876886862559,10.1124906539917,0.10869565217391304,0.0,0.42105263157894735,2.763340961098398,1.1731024383691642,7.267329559120449,10.56251335144043,9033-3703,0.0498763
1-198007,1.9870432615280151,7.399746796214318,12.017600754754973,10.621347427368164,0.09302325581395347,0.0,0.6005635459301495,2.4871858670176303,7.781199031203455,9.320424479137348,10.836716651916504,9033-6102,0.0695463
1-198029,-0.7040573358535767,4.367821369388783,6.4202012547457326,9.643839836120604,0.0,0.25,0.0,5.6724999999999985,2.2807917444056427,8.313293276240751,10.158413887023926,9033-3702,0.0260037
1-198036,4.355447292327882,3.478753199654183,9.382130796319604,8.833870887756348,0.0,0.967741935483871,0.0,8.66548387096774,0.3711093332619015,6.626894296238589,9.44121265411377,9033-1901,0.0185166
1-198125,-0.6583442687988281,7.422739551608094,9.685238720661156,10.119437217712402,0.4,0.0,0.4772727272727273,0.1945909090909086,7.219246942201535,8.887177358970447,10.364151000976562,8597-1902,0.036433
1-198153,4.1878862380981445,4.134596604287245,4.74098163251994,10.568730354309082,0.13636363636363635,0.03225806451612903,0.275,2.9975388563049856,3.97798169874992,9.198893279561887,10.906095504760742,8597-12702,0.0353781
1-198159,-2.571869373321533,6.886651496017264,8.472581761518128,10.614453315734863,0.0,0.0,0.7160474182512531,3.0045723605696555,6.64092280090592,9.70489695876388,10.769394874572754,9865-9101,0.0372611
1-198180,-2.7055368423461914,8.379291192019815,9.965221035427264,10.775436401367188,0.0,0.0,1.0,2.36,7.668750652166637,9.493482961034623,10.82982349395752,8597-3704,0.0376048
1-198182,-2.2124524116516118,8.519227045072249,10.198338543036238,10.715465545654297,1.0,0.0,0.0,-3.7500000000000013,8.450098336450273,10.506329000544572,10.985136032104492,8597-3703,0.0358627
1-198196,2.9007387161254883,5.9308378722818285,10.63029716977724,9.49654769897461,0.0,0.0505050505050505,0.1,4.6136060606060605,1.0782337866492069,3.8564977713029753,9.80264377593994,8597-9102,0.0368258
1-198212,-2.243546962738037,8.096062938778351,10.687580627153393,10.7979097366333,0.0,0.0,1.0,2.36,6.989884894854341,9.504872191272618,10.930121421813963,9034-12704,0.037839
1-198226,0.7806292772293091,7.562680598590058,11.802513773252796,9.500199317932127,0.0,0.0,0.0,4.63,4.974568428366322,7.043040739244125,9.742568969726562,9034-3703,0.0370693
1-198233,4.712846755981445,2.4553764849167554,5.347366327006679,9.635272979736328,0.06382978723404255,0.3293105064378829,0.0,5.468331194824693,0.3721179487365783,5.422725785481078,10.181583404541016,9034-3702,0.0377137
1-198237,0.17575156688690186,6.373556607224749,11.970955453358634,10.83799934387207,0.42857142857142855,0.11477744763743795,0.5641025641025641,0.2366805647067247,1.6108322781202142,6.757177383988432,11.06907844543457,9034-1901,0.0879028
1-198238,-1.334159255027771,10.026369231623507,11.501223608913277,9.636129379272461,0.16666666666666666,0.0,0.6,1.871333333333333,5.975166635016916,8.027090913699888,9.944280624389648,9034-1902,0.0382375
1-198353,7.096670150756836,,,8.84628963470459,0.028571428571428567,0.2084490651448277,0.2386824727504177,4.717994817081912,0.38031457974808014,2.2555299393563093,9.243114471435547,9034-12701,0.0155034
1-198373,4.405085563659668,3.808081537074128,7.4463913652102205,10.095703125,0.054054054054054064,0.022222222222222227,0.42857142857142855,3.2968365508365514,0.9415400672478236,6.452098158624879,10.627679824829102,8597-12701,0.0517755
1-198387,1.8794941902160645,1.7090565023378956,2.362086426530225,9.433661460876463,0.029411764705882363,0.2084490651448277,0.13333333333333333,4.9500953467519695,1.836159033284256,7.141874555789125,9.928040504455566,8597-3702,0.0375492
1-198395,-1.9967104196548464,3.650472499230804,6.0450252263192805,11.148652076721193,0.0,0.0,0.0,4.63,9.312445816152428,10.873308105089647,11.290085792541506,9033-6104,0.0871908
1-198461,0.5254396200180054,5.766416938366758,7.329742220989529,10.388818740844727,0.0,0.0,0.0,4.63,8.072094481946857,10.026143559223737,10.731815338134766,9034-6103,0.0527929
1-198501,-2.656503677368164,8.519227045072249,11.317925911289796,11.13418960571289,1.0,0.0,0.0,-3.7500000000000013,3.6332804305816717,5.903059436716778,11.208444595336914,9034-6104,0.093357
1-198505,-1.9390014410018919,,,10.784607887268066,0.2608695652173913,0.0,0.5070245520030922,1.2929673104312416,3.5213798546773587,6.97747841379119,11.08000946044922,9034-9101,0.0884632
1-198519,1.8041613101959229,6.4202012547457326,9.078966690414438,9.010533332824707,0.0,0.7380952380952381,0.0,7.707857142857143,0.392821605131709,6.302417089833006,9.731619834899902,8597-6104,0.036633
1-198600,-2.403935432434082,9.701844617909533,11.54966479206276,10.881670951843262,0.0,0.0,1.0,2.36,1.0,1.0,9.79797077178955,8552-6104,0.0635715
1-198663,2.0461664199829097,,,9.273859977722168,0.0,0.5555555555555556,0.0,6.946666666666667,1.047016986785497,6.643927560009557,9.620549201965332,9034-3704,0.0378304
1-198664,-1.191899657249451,4.880916275002708,7.4463913652102205,9.808161735534668,0.0,0.03614457831325301,0.26666666666666666,4.175389558232932,2.729108808306244,7.972125645532267,10.158768653869627,9034-12705,0.0191239
1-198704,2.1021585464477544,6.233621639197802,12.763920536130009,9.389589309692383,0.0,0.19538405177677373,0.0,5.444751495909146,1.1224625294721908,3.4931917626267954,9.665525436401367,9034-6102,0.0364364
1-198706,-2.393803596496582,7.002293253954077,10.811301248343511,9.493876457214355,0.07326901941629015,0.0,0.16666666666666666,3.637672283958156,4.714847346951745,6.590888693361068,9.732868194580078,9034-3701,0.0370001
1-198718,-2.489626407623291,,,11.083803176879883,0.3888888888888889,0.16666666666666666,0.4047619047619048,1.1473015873015866,5.535129968765374,8.41683791463894,11.290250778198242,9034-12702,0.149588
1-198736,-1.674336075782776,4.6476913784513165,9.77864189456177,9.383244514465332,0.0,0.3809523809523809,0.19230769230769232,5.7820329670329675,2.417707613299368,5.1053772602209815,9.746465682983398,9034-6101,0.0366692
1-198747,3.5462565422058105,5.860461523581026,10.711134247890882,10.117658615112305,0.11428571428571427,0.0,0.2397679046682812,3.1280125706887163,3.6028197296532207,8.58574151119152,10.497905731201172,9034-12703,0.0289431
1-198831,3.6195163726806636,5.953751504299957,10.94476660660481,10.59198760986328,0.05555555555555555,0.0,0.5666666666666667,2.878111111111111,2.089115741652818,8.39623650715196,10.955838203430176,9870-12703,0.0711868
1-198859,-2.4312849044799805,7.353101744641613,11.2246376188973,10.612678527832033,0.0,0.0,1.0,2.36,4.244809082883051,6.5226995706780135,10.749839782714844,8551-6102,0.0704915
1-198869,6.451111316680907,,,8.62069034576416,,,,,,,,8551-6101,0.0187986
1-198879,-2.2655129432678223,6.856882148118098,9.981343901241075,11.087149620056152,0.0,0.0,1.0,2.36,6.876977055876827,9.009792209745658,11.139240264892578,9870-3704,0.142629
1-198885,5.263096809387207,1.4758315006169271,4.974206592780638,9.1514253616333,0.0042044700154901535,0.07894736842105263,0.07407407407407407,4.755828919437834,0.3830704536563119,1.3094740637426348,9.479512214660645,9870-6102,0.0218231
1-198887,6.0,4.740063619102244,9.49831285098143,9.336477279663086,0.0,0.5767707609057106,0.0,7.035134072976812,0.8582706623026313,6.118969862768624,9.701809883117676,9870-12704,0.0186934
1-198938,6.1535706520080575,2.5020214095338145,4.128013168974836,9.205436706542967,0.0,0.35,0.14583333333333334,5.758458333333333,0.3125783379217753,6.618662921227204,9.972372055053713,9870-12702,0.0393551
1-198949,3.9291820526123047,,,10.339938163757324,0.2469135802469136,0.0,0.6666666666666666,1.0475308641975305,1.9407457132461008,8.292890677317537,10.584759712219238,9870-3702,0.0282004
1-199210,5.1915788650512695,2.362086426530225,6.280266071331915,9.146862983703613,0.0,0.3969331689890739,0.023809523809523808,6.231163695636819,0.5377404428483489,5.080716798300502,9.696249961853027,9037-12701,0.0200772
1-199224,-2.2657146453857417,7.142611692877041,9.882500568357598,11.259448051452635,0.0,0.0,0.0,4.63,5.440808170246504,9.392953279649653,11.351696968078613,9870-9102,0.142737
1-199283,5.7928504943847665,,,8.973316192626953,0.0,1.0,0.0,8.8,0.4905037780945776,3.4072720202981532,9.22793960571289,9870-12705,0.0175383
1-199287,-0.726933479309082,3.994661713844701,4.6943366884480096,9.50932788848877,0.25,0.0,0.0,2.535,3.0782855703672296,5.930656358309128,9.736416816711426,9872-3703,0.0189259
1-199321,-1.3335641622543335,6.1177464014658245,7.620251984177022,8.858595848083496,0.0,0.0,0.22556816489440915,4.117960265689692,1.49522797097518,3.9062725585313993,9.082794189453123,9870-3703,0.0184499
1-199340,-0.7204989194869995,5.7205261795591795,7.772906713657887,9.529963493347168,0.14705882352941174,0.06976744186046513,0.43333333333333335,2.7049106247150023,2.7540083210094126,5.746762589608366,9.798630714416504,9870-1902,0.0375585
1-199360,-0.6873455047607422,5.523966530630611,8.99119151461784,9.327101707458496,0.04834304222764738,0.6940298507462687,0.12,6.846589783744255,2.924104758658101,4.101896115926993,9.488784790039062,9870-6101,0.0183472
1-199368,3.895690441131592,4.181241259687321,6.326911318488596,10.564785957336426,0.07407407407407407,0.0,0.4444444444444444,3.00037037037037,2.1374453499469213,8.227645547555909,10.852067947387695,9870-9101,0.0367199
1-199384,4.111862182617188,2.641956507907965,4.414466329171118,9.097743034362793,0.0,0.6410256410256411,0.08823529411764706,7.1027828054298645,0.9174100949921246,5.222326693853481,9.464940071105957,9870-6104,0.0192958
1-199396,4.5756683349609375,2.5252363180951747,5.031085593049951,8.829791069030762,0.0,0.875,0.0625,8.136874999999998,0.2924252447439231,1.348513057223705,9.18031120300293,9037-6101,0.0187578
1-199407,4.211604595184326,7.799094571174168,8.875791267761207,9.03599739074707,1.0,0.0,0.0,-3.7500000000000013,2.015701380458797,2.5243201387947662,9.08535099029541,9037-6102,0.0174633
1-199415,1.1433287858963013,4.507756687842312,6.653426643175338,8.875919342041016,0.0,0.5714285714285714,0.5,5.877857142857143,0.9258514056946802,3.104993256597456,9.021928787231444,9037-3701,0.0170584
1-199432,3.9836654663085938,3.9480167092009695,5.673881514840955,9.12334156036377,0.0,0.5,0.18604651162790692,6.292674418604651,0.769716159987634,8.514003406015657,9.587843894958496,9037-9101,0.0183761
1-199442,-2.338001251220703,3.831195087261544,7.201355415459049,8.768204689025879,0.0966576332429991,0.0,0.22556816489440915,3.3079692991133576,1.7313969358722074,3.8755991495057542,8.860254287719727,9037-1901,0.0187831
1-199449,-2.4449777603149414,8.378122859393084,10.221742621759116,9.496084213256836,0.0,0.0,0.11904761904761905,4.359761904761904,3.0457487632848483,6.756316823439693,9.803730010986328,9037-3702,0.0187803
1-199454,-1.6649726629257202,7.259811037963687,9.17225655773998,9.964019775390623,0.0,0.0,0.7142857142857143,3.0085714285714285,4.5342015007402905,7.451944820865044,10.149593353271484,9037-3704,0.0195954
1-199488,5.245429992675781,0.0,0.0,8.294864654541017,,,,,0.2779934583830441,6.369086518485582,9.051309585571287,9038-6103,0.0230556
1-199730,6.932796955108643,,,9.045385360717773,0.0,0.5675675675675675,0.0,6.996756756756756,0.30715468190971845,3.8544743197903166,9.606522560119627,9038-3701,0.0240642
1-199741,4.653359889984131,2.8479153739522185,5.726227363554576,9.193094253540039,0.0,0.4545454545454545,0.16666666666666666,6.147121212121212,0.5423130667554886,1.783558917805604,9.409252166748047,9038-12704,0.0353429
1-199742,-2.3193154335021973,5.860461523581026,7.912841682878407,10.877046585083008,0.0,0.0,0.4411764705882353,3.628529411764706,7.11499761613924,8.904758674018465,10.974166870117188,9038-12702,0.0331128
1-199743,-2.3346729278564453,6.4202012547457326,8.027793813900505,10.497599601745604,0.5,0.0,0.5,-0.6950000000000003,1.6656851086687234,1.4708849259167431,10.163945198059082,9038-3704,0.0352608
1-199744,0.9788275957107544,9.312191480819683,12.530697734486086,9.856032371520996,0.0,0.0505050505050505,0.4934565471075912,3.7204596986718284,4.330295410616052,7.9592690251355425,10.12431812286377,9038-1901,0.0339097
1-199750,2.5948565006256104,,,9.640429496765137,0.06666666666666668,0.5625,0.15419500850432116,6.066935664028523,0.8284463503537187,7.335003312898262,10.052303314208984,9038-3702,0.0206158
1-199756,-2.363903522491455,5.0674964510901805,6.047041607361322,9.328657150268556,0.0752030482302216,0.0,0.09375,3.786985955830743,3.412416091221359,6.9637328523229955,9.600334167480467,9038-1902,0.0338869
1-201173,3.8737072944641113,6.093686419081041,10.75818766260981,9.900039672851562,0.0,0.0,0.06976744186046513,4.471627906976744,1.9116454887193464,7.805140306465411,10.350275039672852,8145-9101,0.0264221
1-201175,-2.1663331985473637,8.239356916928411,11.317925911289796,9.934802055358887,0.0,0.0,0.4571428571428571,3.5922857142857145,4.744926362713873,6.876584434175109,10.206098556518556,8146-6101,0.0276025
1-201180,-0.8798381090164185,6.461360220773883,9.141728888078298,9.08126449584961,0.0,0.6129032258064516,0.0,7.185806451612903,1.4698904407001396,2.509618218136056,9.25920867919922,8145-6102,0.0157315
1-201182,4.767902851104736,2.6102078460726132,4.320924968660916,9.02085018157959,0.0,0.1794871794871795,0.0,5.378461538461538,0.6555049929340622,6.108404276383731,9.513386726379396,8147-6101,0.0152632
1-201183,1.158894181251526,2.7818915749665383,5.487301742510544,9.07779312133789,0.10242053873203373,0.7741935483870968,0.0,7.00010298219975,0.6684243483827703,6.724331517330468,9.60617446899414,8147-3702,0.0160071
1-201197,4.186614990234375,5.813816746246798,10.0585105145915,9.999577522277832,0.06382978723404255,0.2413793103448276,0.15789473684210525,4.743237054485076,1.2194433044184674,7.3269059379857575,10.406026840209961,8147-9101,0.0278594
1-201217,-2.064977169036865,3.7136199505619536,5.4168821811099015,9.643101692199707,0.08333333333333333,0.0,0.5853658536585366,2.6028861788617887,0.7681644028499487,7.9069556022822844,10.14700698852539,8147-1901,0.023827
1-201291,3.2545757293701167,2.4087315591843965,5.767171201943111,9.550811767578123,0.0,0.09302325581395347,0.16666666666666666,4.639573643410854,1.1035677386662432,6.97750905777515,10.068960189819336,8145-6103,0.0236372
1-201307,1.0071606636047363,9.105442464166856,11.59742180668566,9.231592178344727,0.0,0.0,1.0,2.36,3.3702586413090234,8.721091264075515,9.599698066711426,8937-1901,0.0267111
1-201314,4.927798271179199,3.8313333781753633,6.396496664732809,8.97128677368164,0.0,0.14705882352941174,0.17142857142857146,4.85409243697479,0.4679807665485365,5.3709019733542736,9.571730613708496,8145-3702,0.0157646
1-201317,1.2031981945037842,5.823657783720128,8.495615871796781,9.942609786987305,0.03125,0.012025518418266731,0.3,3.737271411804172,6.667985343121813,8.902705729740065,10.33053970336914,8146-3701,0.0258345
1-201318,5.115283966064453,7.16652158889263,12.997145205901315,9.047812461853027,0.0,1.0,0.0,8.8,0.47297383094374895,6.238732970385634,9.51191234588623,8145-12703,0.0228708
1-201320,-2.35280990600586,7.690131333521637,11.315524723891698,9.55316162109375,0.0,0.0,0.15789473684210525,4.271578947368422,7.0194484042252885,9.710908561693287,9.921079635620117,8937-3702,0.0269635
1-201334,-2.526865005493164,7.866196085314143,10.0585105145915,9.975296020507812,0.0,0.0,0.5670103092783505,3.3428865979381444,6.862675946607788,8.574832231185667,10.116591453552246,8937-3704,0.0275678
1-201352,6.0,,,9.082221031188963,0.0,0.5081967213114754,0.02631578947368421,6.68944348576359,0.326392060422513,5.160392364913622,9.35564422607422,8145-12705,0.0157733
1-201353,4.177943706512451,,,9.901280403137207,0.0,0.32,0.12195121951219512,5.687570731707318,0.9973683693097288,6.441806045817809,10.337799072265623,8145-12701,0.0270985
1-201355,-2.450160026550293,2.4536035597091423,3.4581655296380096,9.9067964553833,0.7083333333333334,0.0,0.3953488372093023,-2.2032751937984503,0.7757944457188956,5.845168911184184,10.384782791137695,8146-1901,0.0270561
1-201356,0.7281847596168518,5.020851214105307,10.804830873641736,9.831354141235352,0.09090909090909093,0.0,0.6447368421052632,2.4046291866028704,2.777969628459019,9.235710560413168,10.212218284606934,8145-1901,0.0234804
1-201364,-1.317566990852356,7.912292187927354,11.364571848308447,9.638564109802246,0.25,0.0,0.35897435897435903,1.7201282051282043,2.848170617936471,7.804489035125655,10.033492088317873,8146-1902,0.0277225
1-201391,3.2733249664306636,6.093686419081041,11.691086702026306,10.194974899291992,0.2777777777777778,0.05787452351703315,0.4736842105263158,1.4682958273935136,1.912997662635444,7.805517383133664,10.646838188171387,8146-9102,0.0523249
1-201392,-1.9484194517135618,6.699421269255622,8.286002006374693,9.996942520141602,0.2857142857142857,0.0,0.625,0.8169642857142851,4.758156650031238,7.1725061443028615,10.428741455078123,8937-1902,0.0226821
1-201449,-1.9998067617416384,7.306456906475874,8.892387083706419,10.5545654296875,0.5,0.0,0.293547965964484,-0.2263538827393789,5.9094275176117295,7.898105422612847,10.807111740112305,8146-3703,0.0631522
1-201464,-1.9530504941940308,10.198447717770804,12.903857594316927,11.008544921875,0.0,0.0,0.6585365853658537,3.1351219512195114,4.4981528630622805,6.455187580302549,11.146527290344238,8146-6104,0.142805
1-201479,-1.5659648180007937,10.01186772930706,10.99141015653675,11.049659729003906,,,,,0.42658806189121706,5.480354246438482,11.390339851379395,8937-3703,0.102483
1-201493,-2.1596975326538086,,,10.970516204833984,0.07142857142857142,0.7,0.1590909090909091,6.589292207792207,5.1489260200834295,7.523832085561841,11.098639488220217,8146-6102,0.0753641
1-201561,0.7278257608413696,8.425936302927594,12.670630419996511,10.567302703857422,0.10966018697136076,0.0,0.570810025828665,2.4153088745489266,3.991614626516152,8.209147472037122,10.81813907623291,8146-12705,0.0636542
1-201602,3.848231792449951,,,9.197402000427246,0.0,0.5714285714285714,0.0,7.012857142857143,0.2543818414801973,1.0606982449983422,9.082823753356934,8936-12703,0.0143646
1-201685,,4.698967429208389,9.198326434545113,8.518243789672853,0.0,0.9492468909106134,0.20341497852177132,8.126607533852837,0.758862675638782,7.8449191204925475,9.25029754638672,8937-6103,0.0167859
1-201742,-2.229166984558105,7.9594864093399025,9.498771727058381,10.92746353149414,0.0,0.0,1.0,2.36,8.086766907869643,9.73311122047289,11.10600757598877,8938-6103,0.105226
1-201756,4.1735825538635245,,,10.7650785446167,0.0,0.060606060606060615,0.4222222222222222,3.924282828282829,1.4055343167014784,1.8471874251884248,10.774556159973145,8938-12702,0.0403018
1-201798,3.0,6.254813172623671,9.846371974378632,9.951656341552734,0.17142857142857146,0.0,0.4720576430292934,2.1218577217520758,1.4965484786931256,4.691599326007,10.187660217285156,8938-3701,0.0457048
1-201812,1.994289755821228,4.834271745604464,9.685351707427992,9.894861221313477,0.0,0.07142857142857142,0.3418678515058051,4.151817119938965,1.274366151412654,6.880995165973445,10.380849838256836,8938-9101,0.0469399
1-201813,-2.3517632484436035,6.676382515739753,8.96232301194061,10.55637264251709,0.6,0.0,0.4,-1.3060000000000005,4.980426997837053,7.585944328375852,10.659873008728027,8938-1901,0.0389208
1-201816,2.7451603412628174,4.880916275002708,9.17225655773998,10.016507148742676,0.0,0.05555555555555555,0.2891566265060241,4.205281124497992,2.0000929828189182,5.021013151821621,10.39753532409668,9184-6104,0.0461593
1-201822,-1.5827258825302124,3.668146629359653,3.9480167092009695,10.606450080871582,0.0,0.0,0.5918367346938775,3.2865306122448983,2.0863879477427925,3.3748799095344446,10.711843490600586,9184-6101,0.0712001
1-201874,3.763659000396729,4.321176418296533,7.119876886862559,10.284687995910645,0.16666666666666666,0.0,0.5140468020490957,2.0664470926818863,1.6261287856594382,6.1055612668024635,10.663534164428713,8938-12701,0.0527994
1-201875,4.0813493728637695,4.003288352388645,6.3308365435673135,10.725356101989746,0.0,0.038461538461538464,0.4473684210526316,3.774858299595142,3.285197685455605,8.745638752894909,11.008953094482422,9184-12705,0.0765908
1-201892,-2.330527782440185,7.562680598590058,9.171781985750457,10.490220069885254,0.5542843140041332,0.0,0.4888888888888889,-1.1246803291324143,7.529468096931791,8.911135594300655,10.697535514831543,8938-3702,0.0574243
