califa_id,mass,age_lw,age_mw,ttype
1,10.50472214480292,2.18399618670786,6.11884567081841,3.0
2,10.911792457601072,1.0733973599079927,6.74929194552784,4.0
3,10.220842558864309,0.892115250559544,6.364300086799085,5.0
5,10.178083871168953,0.7326137307725946,4.428360271681267,4.0
7,10.926012657990283,3.755815606736894,8.962500656975857,1.0
8,10.725475388160316,1.2224077599959167,6.041589864154633,4.0
10,11.052494835510322,4.637065303283223,8.639156992101466,3.0
12,10.27917472455179,0.4807096800322249,10.590554178312809,5.0
14,9.883489876484239,0.15783363299624706,3.9088888750909563,7.0
20,10.973672622099741,7.8695510028787945,12.178756586717363,1.0
23,10.569838211236123,2.11711956376929,5.276821841242454,3.0
25,10.807744297290585,2.044131042610769,7.041259743798285,3.0
26,10.746154058726251,2.086078977546469,6.634020728007304,1.0
27,9.243471747201198,0.5219827043139639,3.837847128775405,7.0
28,10.886091309891606,0.8471715912762606,8.104948601132627,4.0
29,10.717477145119572,4.0759770705990395,5.521019999469813,1.0
30,10.27750453914455,0.7152298052136499,5.337213388709916,5.0
31,10.535272147525781,0.4237014572706855,3.733227270294663,5.0
33,10.877875670213955,0.8749638083148217,8.619215808126793,5.0
35,10.652619205240287,4.266676750809899,4.891072327321546,-5.0
36,10.78101460557928,5.986691220696615,8.848382512220347,1.0
38,10.979961357117396,4.836457170869211,9.160277629781117,1.0
39,9.932519846638122,0.7817478381233997,6.2328752393313085,5.0
40,9.77419605788537,0.931431186779088,6.74690277606203,5.0
41,10.081379004174487,1.051485797576867,5.7843713308213776,4.0
42,10.543331392703884,1.114042613099983,5.749345330188762,4.0
43,10.4915576579088,1.8437536214278152,5.8955863860848785,3.0
44,11.27709934572775,9.584972283501608,12.14043699890795,-5.0
46,10.581949497726717,5.327467965774503,7.4381294758862335,-2.0
47,10.588408153617621,4.738872904878371,6.0112726048199745,-2.0
49,10.78052119263148,5.487339611733982,10.335443012004376,1.0
50,10.936675995829383,6.835561855575754,8.968097997195374,-2.0
51,11.053459724371104,4.967685364428298,7.552741042699989,-5.0
52,10.63396263907243,1.9455955533276124,7.749206326851836,4.0
53,10.241428103295872,0.7421288122564497,4.652078573643499,5.0
59,10.734376842275637,4.271285817661097,7.343687784070513,-2.0
61,10.19239615009268,5.029297757339303,11.226894805143091,1.0
68,11.369260006304234,7.450299843210563,8.646794125100177,-5.0
69,9.446281319944903,0.5793478933221782,3.7431721691804074,5.0
70,11.021223895849031,6.2387147869222614,9.535239777229345,3.0
71,10.523878952976363,0.9513377678384318,3.9791342591193133,5.0
72,10.800525988420386,6.788909612062999,8.760399892912998,-2.0
73,10.707463873303773,1.2661676818877305,4.710046115033857,3.0
76,11.35189553086275,7.363961246453988,10.035938010883953,-5.0
77,10.470993603021697,6.879685912867915,9.640430823785195,1.0
81,10.633240530093994,1.3348849793290538,6.3405875301104375,5.0
87,10.986717197534821,5.916132164219084,9.391181107252526,-2.0
88,10.391296838056222,1.0352397551389558,7.43157364977677,4.0
100,10.097194081981929,1.7890439175143384,8.755995856016948,1.0
101,11.455514770254032,7.4211818081194805,9.1482497138734,-5.0
103,10.595406430645186,4.412207047880692,5.325902357748636,-2.0
104,11.018493480506708,8.35519392101462,10.661233818430597,-2.0
119,11.183127976830303,4.95993285505918,7.0008366099022545,-2.0
127,11.129917567960975,4.073174588057658,7.788997409833952,-5.0
131,10.223150598653982,1.2919460927917317,3.968265220268659,1.0
134,10.70664211078721,4.526608325605059,6.3836098169212585,-2.0
135,10.767222400508102,2.2767677494426786,10.450043810884011,1.0
141,8.992340313594282,0.5710133717882896,9.699108654797598,5.0
143,9.604099871497159,1.1213248546704078,6.165465218542474,5.0
144,10.14854569937141,0.49588402891192634,5.45114733873498,5.0
149,10.704925415887942,1.1555136001367412,6.997820177930594,4.0
152,9.754672532724534,0.44515572517610086,4.636013064036824,4.0
153,10.654548609322527,1.6038893388162465,8.552627621204783,3.0
155,10.945731307638408,4.609308607903541,10.251026749832118,3.0
156,10.890349357409791,5.538717492646187,10.924888009590507,1.0
157,10.244642103836938,1.0888337674552941,6.757471268292527,5.0
159,9.966059723420189,0.7843455401617692,3.463005497167706,5.0
161,9.070489756578423,0.21719103687947638,3.1256235214940054,7.0
165,10.744345000270048,0.6604258802906726,8.222598518644164,4.0
171,10.972605247013913,5.690749250245429,6.08765271608097,-5.0
186,10.466953604582658,3.108968348515525,11.267380472165884,1.0
219,10.86035830530166,4.645338340693065,8.683187703095472,1.0
231,8.360682841311819,0.06278596902616616,0.9022254654217173,7.0
232,10.11514559320908,0.5507942078986892,5.137071320356931,5.0
272,10.335775525664872,9.144237164214621,10.22464799916223,-5.0
274,9.735934925968817,3.966599474694368,8.843054632505611,1.0
275,10.278378290984543,2.11120300594427,6.921121399904824,4.0
277,10.442865033621851,0.9958021557954652,4.068346810725965,4.0
278,10.953651700257078,2.619302192313442,8.730085109287684,3.0
279,10.878840813082734,2.601788556905265,2.798640124185105,-5.0
306,9.312572136930081,0.7951435728411805,6.032483719679035,7.0
