ID,zCMB,mu,e_mu,RA,DEC,Sample,Host,morphology,Morph_quality,Notes,Host_RA,Host_DEC,cutsmask,mu_cosmo,HR,HR_err,H0
sn1998v,0.017186666666666666,33.404623330558145,0.11800490013946935,275.6821060860269,15.645743356246266,Old,NGC 6627,Sb,0.0,,275.662167,15.698,True,33.57720187488637,-0.17257854432822484,0.14248735582566102,100.52725350224148
sn1998eg,0.02348333333333333,34.38045614958297,0.12616051214592455,339.9232599975104,8.593374868971331,Old,UGC 12133,Scd,0.0,,339.883333,8.612944,True,34.265326014200745,0.1151301353822234,0.14931163698179847,100.52725350224148
sn1998ef,0.01589666666666667,33.14658143564161,0.1641945111165413,15.878728127599008,32.202123287987504,Old,UGC 646,Sa,0.0,,15.859957999999999,32.237361,True,33.40565536125203,-0.2590739256104229,0.1825851242408932,100.52725350224148
sn1998ec,0.020106666666666655,34.12371222871617,0.18027441579681466,103.26137093099518,50.031436497636356,Old,UGC 3576,Sb,0.0,,103.279167,50.034056,True,33.922724744380226,0.20098748433594693,0.1971708779311621,100.52725350224148
sn1998dk,0.012029999999999999,32.858966070653786,0.2384109173652865,3.621351976898111,-0.7810511129382687,Old,UGC 139,Scd,0.0,,3.632708,-0.737556,True,32.79407875169835,0.06488731895543509,0.2514304190670251,100.52725350224148
sn1998de,0.015586666666666669,33.51434166357124,0.09919552798308864,11.99957618748878,27.66551705652634,Old,NGC 252,S0a,0.0,,12.00625,27.623639,True,33.362381545845054,0.15196011772618334,0.1273469390488288,100.52725350224148
sn1998co,0.016986666666666667,33.52643662769672,0.14172077419774828,326.8567960775732,-13.176057350082381,Old,NGC 7131,S0⚬,0.0,,326.900477,-13.182615,True,33.55145622875419,-0.025019601057472585,0.16267227161526807,100.52725350224148
sn1998bp,0.010190000000000001,32.22938542419229,0.1009805121945196,268.6772592834444,18.3010195774368,Old,NGC 6495,E,0.0,,268.711494,18.326913,True,32.43057542847224,-0.20119000427995104,0.12874219959411098,100.52725350224148
sn1998ab,0.027880000000000002,34.31374534871607,0.116906990573073,192.18390097248482,41.91778564141182,Old,NGC 4704,Sb,0.0,,192.193449,41.921255,True,34.64511571805839,-0.3313703693423236,0.1415794284425353,100.52725350224148
sn1997y,0.016586666666666666,33.59970827466751,0.12285852719741013,191.36167164355905,54.706256147890045,Old,NGC 4675,Sb,0.0,,191.382873,54.737616,True,33.49905430236846,0.1006539722990567,0.14653227568825633,100.52725350224148
sn1997e,0.01329,33.153753089655865,0.11864851601690345,101.85702889428184,74.49677035759149,Old,NGC 2258,S0⚬,0.0,,101.940833,74.481667,True,33.01245668298791,0.14129640666795495,0.14302083927272902,100.52725350224148
sn1997do,0.010490000000000001,32.63323551869662,0.12283995372600208,111.72088800664416,47.101175917488796,Old,UGC 3845,Sbc,0.0,,111.677958,47.093971999999994,True,32.494079160959856,0.13915635773676627,0.14651670329579738,100.52725350224148
sn1997cw,0.01594,33.129065311737875,0.17690413626835647,6.327603316287564,12.872326383518974,Old,NGC 105,Sbc,0.0,,6.319167,12.889444000000001,True,33.41163784005618,-0.2825725283183047,0.19409421305674115,100.52725350224148
sn1997cn,0.016986666666666667,33.47632517802139,0.09830254716242907,212.4896715901489,17.52785535513793,Old,NGC 5490,E,0.0,,212.48872799999998,17.545551,True,33.55145622875419,-0.07513105073280002,0.12665259923066713,100.52725350224148
sn1996c,0.02748,34.94681617461702,0.1379565804725676,207.74625323991313,49.343752640295676,Old,MCG +08-25-47,Sbc,1.0,,,,True,34.61308922689335,0.33372694772366884,0.15940360161849046,100.52725350224148
sn1996bv,0.016686666666666666,33.36276121654865,0.1388813369936602,94.07749024445472,57.09520305739817,Old,UGC 3432,Scd,0.0,,94.056792,57.0515,True,33.51227087854801,-0.14950966199936033,0.16020460629585218,100.52725350224148
sn1996bo,0.016309999999999998,33.09728074498352,0.1663903199943568,27.10552054582088,11.470716434267096,Old,NGC 673,Sc,0.0,,27.0935,11.521308,True,33.46207408753679,-0.3647933425532699,0.18456226239696685,100.52725350224148
sn1995bd,0.01439,33.11401261613746,0.19167710403021904,71.29985419939246,11.05301564529752,Old,UGC 3151,Sbc,0.0,,71.33183299999999,11.067806,True,33.186949483217944,-0.07293686708048598,0.2076477842951227,100.52725350224148
sn1995ak,0.02198333333333333,33.944059191718736,0.13007510669115396,41.46265460071882,3.1987762718554893,Old,IC 1844,Sbc,0.0,,41.455833,3.230306,True,34.11955384186469,-0.17549465014595003,0.1526336250436891,100.52725350224148
sn1995ac,0.04876666666666666,35.636374264677364,0.1115080426508349,341.3539835055043,-8.719673920736124,Old,2MFGC 17122,Sa,0.0,,341.391958,-8.750722,True,35.89249605334082,-0.2561217886634566,0.13715514459575626,100.52725350224148
sn1994s,0.015986666666666666,33.36276121654865,0.11426357491786088,187.7966961012129,29.148915371031045,Old,NGC 4495,Sab,0.0,,,,True,33.41806255968155,-0.05530134313290347,0.13940464363238406,100.52725350224148
sn1994q,0.0289,34.78795905576493,0.16095689853049944,252.43764591654232,40.4455774210089,Old,CGCG 224-104,Scd,0.0,,,,True,34.724787404599496,0.06317165116543323,0.17967919550637987,100.52725350224148
sn1994m,0.02428333333333333,34.274117183995216,0.13462945769670606,187.78615058166287,0.5717860534438913,Old,NGC 4493,E,0.0,,,,True,34.33936858065824,-0.06525139666302238,0.15653300288747915,100.52725350224148
sn1993h,0.024766666666666663,34.15037634595464,0.12701126014881525,208.19964001939536,-30.74599501000477,Old,ESO 445-G66,Sa,0.0,,208.209417,-30.71,True,34.38294941095921,-0.23257306500456565,0.15003116448875686,100.52725350224148
sn1993ah,0.028476666666666667,34.670379547614324,0.21315378694794715,357.9922524825973,-27.95747611532975,Old,ESO 471-27,S0⚬,0.0,,357.95975,-27.965333,True,34.69206097038189,-0.021681422767564133,0.22762255381115734,100.52725350224148
sn1992p,0.02628,34.57310212300307,0.13407106387310969,190.6981766857664,10.35169140000291,Old,IC 3690,Sa,0.0,,190.70496799999998,10.35747,True,34.51419126174058,0.05891086126248979,0.15605300471740316,100.52725350224148
sn1992k,0.011133333333333334,32.26894540128325,0.18755372315821844,197.55360518972648,-46.44890784203411,Old,ESO 269- G 057,Sa,0.0,,197.518458,-46.437333,True,32.624393282042924,-0.3554478807596695,0.20384771076411928,100.52725350224148
sn1992bo,0.018086666666666668,33.72039918500381,0.12842888343655667,20.533694641370143,-34.24635819921456,Old,ESO 352-G57,Sa,0.0,,20.510042000000002,-34.196778,True,33.689511982958585,0.030887202045221333,0.15123315844755425,100.52725350224148
sn1992bl,0.04287,35.496143699093224,0.16798609334449474,348.786622961938,-44.76723456175062,Old,ESO 291-G11,S0a,0.0,,348.800042,-44.736722,True,35.60336902640303,-0.1072253273098056,0.18600219802574292,100.52725350224148
sn1992bk,0.05786,36.18542698056935,0.22193278532427715,55.801190840073254,-53.61701201158226,Old,ESO 156-G08,S0a,1.0,,55.73583299999999,-53.634443999999995,True,36.27792797165859,-0.09250099108923847,0.2358636286396317,100.52725350224148
sn1992bg,0.035673333333333335,35.16766109526106,0.1626480172583447,115.56810544456724,-62.49045124010582,Old,WISEA J074156.99-623114.8,Sa,0.0,,115.4875,-62.520722,True,35.19288710585642,-0.025226010595361004,0.1811956611824168,100.52725350224148
sn1992bc,0.019786666666666668,33.84480160705677,0.09821290322293856,46.364682727262746,-39.571822588914365,Old,ESO 300-G09,Sc,1.0,,46.315875,-39.561306,True,33.88736462306193,-0.0425630160051611,0.12658303390557793,100.52725350224148
sn1992al,0.01409,33.01653961232831,0.11222361173114634,311.50438523360333,-51.422559208008785,Old,ESO 234-G69,Scd,0.0,,311.477375,-51.391110999999995,True,33.140706115143836,-0.12416650281553387,0.13773753716124548,100.52725350224148
sn1992ag,0.02588,34.25910659335352,0.2314720730982082,201.04840870461547,-23.862466558069762,Old,ESO 508-G67,Sc,0.0,,201.043833,-23.877360999999997,True,34.48023801717862,-0.2211314238250992,0.24486079869518645,100.52725350224148
sn1991u,0.03267,34.64402112390018,0.1835736101476277,200.8238093392447,-26.12257548394721,Old,IC 4232,Sc,0.0,,200.84354199999999,-26.1095,True,34.99710755004578,-0.3530864261456017,0.2001918091628516,100.52725350224148
sn1991s,0.055626666666666665,36.257151855747644,0.14955820239278833,157.34550311397348,21.98538807970316,Old,UGC 5691,Sa,0.0,,157.364551,22.007934,True,36.18899169117146,0.06816016457618446,0.1695439353566639,100.52725350224148
sn1991ag,0.015436666666666666,33.05594839709239,0.16691288291920986,299.96404118259306,-55.413407379772785,Old,IC 4919,Sdm,0.0,,300.037693,-55.373394,True,33.341136218321644,-0.2851878212292433,0.1850335120935239,100.52725350224148
sn1990t,0.04004333333333333,35.56242066447072,0.18317687095965954,299.7131789302606,-56.25962929561511,Old,WISEA J195859.25-561527.7,S0⚬,0.0,,299.74704199999996,-56.257943999999995,True,35.45077640523964,0.11164425923108467,0.1998280665167788,100.52725350224148
sn1990o,0.03057666666666666,34.83397210470613,0.12927396854045733,258.87747769369656,16.376726318264712,Old,MCG +03-44-3,Sb,0.0,,258.893238,16.324855,True,34.84994976497376,-0.015977660267630256,0.15195146940869492,100.52725350224148
sn2008bf,0.024569999999999998,34.22033757795737,0.12580082268706386,181.0411456846423,20.270680733101724,Hicken,NGC 4055,E,0.0,,181.006157,20.232326999999998,True,34.365318237702105,-0.14498065974473914,0.14900784241778844,100.52725350224148
sn2008af,0.034576666666666665,35.026195391147624,0.14703914794477202,224.8771779567009,16.63189489371798,Hicken,UGC 09640,E,0.0,,224.86516699999999,16.645106,True,35.123331509627626,-0.0971361184800088,0.167326032468313,100.52725350224148
sn2008l,0.017683333333333332,33.44256183351729,0.22565404008168954,49.29458382647722,41.42854228360277,Hicken,NGC 1259,S0-,0.0,,,,True,33.63987888408953,-0.19731705057224505,0.2393684104439246,100.52725350224148
sn2007bd,0.03197666666666667,34.758606191733705,0.13725874413993222,127.87912281938877,-1.2331478751862943,Hicken,UGC 4455,Sab,0.0,,127.887,-1.197722,True,34.94941516807547,-0.19080897634176355,0.15880004079386684,100.52725350224148
sn2007bc,0.02188333333333333,33.98001037578857,0.1324835871227724,169.86464498203782,20.816600225556453,Hicken,UGC 6332,Sa,0.0,,169.81923600000002,20.813558999999998,True,34.10949055804766,-0.12948018225909408,0.15469127632216245,100.52725350224148
sn2007ap,0.016186666666666658,33.54530792679977,0.1439107575234964,239.1470359995914,16.531194558315413,Hicken,MCG +03-41-3,S0⚬,0.0,,239.09831,16.523308,True,33.445388759957645,0.09991916684212754,0.16458370588927987,100.52725350224148
sn2007ai,0.03197666666666667,35.0311558010535,0.15208923820619827,243.18209258613862,-21.642290715619573,Hicken,MCG -04-38-4,Scd,0.0,,243.22233300000002,-21.623333,True,34.94941516807547,0.08174063297803258,0.17178075122493822,100.52725350224148
sn2007r,0.029580000000000002,34.91909343507183,0.14381212865698406,116.7291941557488,44.756004137777545,Hicken,UGC 4008,Sab,0.0,,116.653259,44.797627,True,34.7763852232942,0.14270821177763082,0.16449747250980887,100.52725350224148
